"","nearest_coarse_block","BBA_ID","Lat1","Lon1","Forest1","Elev1","Lat2","Lon2","Forest2","Elev2","Lat3","Lon3","Forest3","Elev3","Lat4","Lon4","Forest4","Elev4","Centroid_ID","nearest_block_BBA_ID","Cell","eLists","eHours","eKM","eHA","eNumObs","eCount","total.eLists","total.eHours.x","total.eNumObs","total.eCount.x","avg.eCount","avg.eHours"
"99",28,"94A24",39.9375,-76.03125,0.632398649,184.1677074,39.95833333,-76.0625,0.445225095,179.3490467,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,96,96,4455,0,0,0,0,0,0,0,0,0,0,0,72.3175
"100",28,"94A22",39.97916667,-76.03125,0.588438017,163.9497566,39.95833333,-76.0625,0.445225095,179.3490467,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,91,91,4368,35,289.27,6.437,0.506,35,0,35,289.27,35,0,0,72.3175
"101",28,"94A21",39.97916667,-76.09375,0.330638038,155.3920956,39.95833333,-76.0625,0.445225095,179.3490467,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,93,93,4370,0,0,0,0,0,0,0,0,0,0,0,72.3175
"102",29,"94B24",39.8125,-76.03125,0.593451243,125.7603922,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,104,104,4709,7,5.17,11.266,8.9031,7,0,7,5.17,7,0,0,1.3325
"103",29,"94B23",39.8125,-76.09375,0.58094489,130.127512,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,99,99,4711,2,0.16,0,0,2,0,2,0.16,2,0,0,1.3325
"104",29,"94B25",39.77083333,-76.09375,0.360804069,119.8805151,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,100,100,4789,0,0,0,0,0,0,0,0,0,0,0,1.3325
"105",29,"94B26",39.77083333,-76.03125,0.830133715,126.8167334,39.79166667,-76.0625,0.591333479,125.6462882,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,103,103,4787,0,0,0,0,0,0,0,0,0,0,0,1.3325
"106",30,"94B13",39.8125,-76.21875,0.324360433,145.5345936,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,101,101,4715,0,0,0,0,0,0,0,0,0,0,0,1.835
"107",30,"94B15",39.77083333,-76.21875,0.318462222,93.91851854,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,102,102,4793,4,7.34,6.437,0,10,0,4,7.34,10,0,0,1.835
"108",30,"94B14",39.8125,-76.15625,0.673949499,141.2988768,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,109,109,4713,0,0,0,0,0,0,0,0,0,0,0,1.835
"109",30,"94B16",39.77083333,-76.15625,0.615285284,122.0604105,39.79166667,-76.1875,0.48301436,125.7030999,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,110,110,4791,0,0,0,0,0,0,0,0,0,0,0,1.835
"110",31,"94C21",39.72916667,-76.09375,0.661906392,NA,39.70833333,-76.0625,0.520985923,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,106,106,4866,3,5.58,7.242,0,8,0,3,5.58,8,0,0,6.165
"111",31,"94C22",39.72916667,-76.03125,0.380065454,NA,39.70833333,-76.0625,0.520985923,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,105,105,4864,5,6.75,14.322,0,5,0,5,6.75,5,0,0,6.165
"112",32,"94C12",39.72916667,-76.15625,0.224842085,NA,39.70833333,-76.1875,0.440773478,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,107,107,4868,2,1.17,2.817,0,2,0,2,1.17,2,0,0,0.585
"113",32,"94C11",39.72916667,-76.21875,0.65670487,NA,39.70833333,-76.1875,0.440773478,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,108,108,4870,0,0,0,0,0,0,0,0,0,0,0,0.585
"114",33,"93B64",39.8125,-76.40625,0.183682462,173.5640526,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,126,126,4721,0,0,0,0,0,0,0,0,0,0,0,0.375
"115",33,"93B65",39.77083333,-76.46875,0.499220339,210.6439492,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,111,111,4801,5,0.5,0,0,5,0,5,0.5,5,0,0,0.375
"116",33,"93B66",39.77083333,-76.40625,0.310057286,149.7689142,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,112,112,4799,10,1,0,0,10,0,10,1,10,0,0,0.375
"117",33,"93B63",39.8125,-76.46875,0.543584356,170.5432118,39.79166667,-76.4375,0.384136111,176.130032,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,113,113,4723,0,0,0,0,0,0,0,0,0,0,0,0.375
"118",34,"93B73",39.8125,-76.34375,0.907411174,142.6667805,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,114,114,4719,3,7.92,4.828,0,23,0,3,7.92,23,0,0,12.3825
"119",34,"93B75",39.77083333,-76.34375,0.798488494,130.8222389,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,115,115,4797,0,0,0,0,0,0,0,0,0,0,0,12.3825
"120",34,"93B76",39.77083333,-76.28125,0.475382061,78.85611057,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,128,128,4795,16,1.6,0,0,16,0,16,1.6,16,0,0,12.3825
"121",34,"93B74",39.8125,-76.28125,0.499508391,146.9287667,39.79166667,-76.3125,0.67019753,124.8184742,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,127,127,4717,39,40.01,111.846,0,39,0,39,40.01,39,0,0,12.3825
"122",35,"93A64",39.9375,-76.40625,0.84999831,119.9253583,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,121,121,4467,10,3.8,1.61,0,10,0,10,3.8,10,0,0,34.91
"123",35,"93A61",39.97916667,-76.46875,0.099342038,89.28156185,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,118,118,4382,29,135.84,33.797,655.5907,65,0,29,135.84,65,0,0,34.91
"124",35,"93A62",39.97916667,-76.40625,0.682168961,108.6078024,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,120,120,4380,0,0,0,0,0,0,0,0,0,0,0,34.91
"125",35,"93A63",39.9375,-76.46875,0.131429543,171.441555,39.95833333,-76.4375,0.440734713,122.3140694,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,122,122,4469,0,0,0,0,0,0,0,0,0,0,0,34.91
"126",36,"93C61",39.72916667,-76.46875,0.293279989,NA,39.70833333,-76.4375,0.477701603,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,129,129,4878,1,5,16.093,0,1,0,1,5,1,0,0,2.5
"127",36,"93C62",39.72916667,-76.40625,0.662123216,NA,39.70833333,-76.4375,0.477701603,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,123,123,4876,0,0,0,0,0,0,0,0,0,0,0,2.5
"128",37,"93C71",39.72916667,-76.34375,0.214302661,NA,39.70833333,-76.3125,0.431579588,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,124,124,4874,0,0,0,0,0,0,0,0,0,0,0,0.5
"129",37,"93C72",39.72916667,-76.28125,0.648856514,NA,39.70833333,-76.3125,0.431579588,NA,39.83333333,-76.25,0.530599034,153.3525243,39.66666667,-76.5,0.517227388,177.669535,125,125,4872,1,1,0.402,0,1,0,1,1,1,0,0,0.5
"130",38,"93A56",39.89583333,-76.53125,0.660582445,222.7245274,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,130,130,4558,0,0,0,0,0,0,0,0,0,0,0,1.65
"131",38,"93B51",39.85416667,-76.59375,0.808695947,222.831295,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,131,131,4646,8,0.8,0,0,8,0,8,0.8,8,0,0,1.65
"132",38,"93A55",39.89583333,-76.59375,0.263252562,265.6206033,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,136,136,4560,1,5,16.093,0,1,0,1,5,1,0,0,1.65
"133",38,"93B52",39.85416667,-76.53125,0.293768848,206.2694893,39.875,-76.5625,0.506574951,229.3614788,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,144,144,4644,8,0.8,0,0,8,0,8,0.8,8,0,0,1.65
"134",39,"92A45",39.89583333,-76.71875,0.233198491,177.7295946,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,133,133,4564,30,62.23,107.907,2.0234,43,0,30,62.23,43,0,0,16.4075
"135",39,"93A46",39.89583333,-76.65625,0.819965319,226.4989515,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,134,134,4562,2,2.5,16.093,0.4047,4,0,2,2.5,4,0,0,16.4075
"136",39,"93B42",39.85416667,-76.65625,0.440533352,209.4731522,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,135,135,4648,9,0.9,0,0,9,0,9,0.9,9,0,0,16.4075
"137",39,"92B41",39.85416667,-76.71875,0.795054926,209.6309032,39.875,-76.6875,0.572188022,205.8331504,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,132,132,4650,0,0,0,0,0,0,0,0,0,0,0,16.4075
"138",40,"92A41",39.97916667,-76.71875,0.190479426,119.5908063,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,137,137,4390,1,0.17,0,0,1,0,1,0.17,1,0,0,0.785
"139",40,"93A42",39.97916667,-76.65625,0.921468812,146.2554684,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,138,138,4388,0,0,0,0,0,0,0,0,0,0,0,0.785
"140",40,"93A44",39.9375,-76.65625,0.068188768,209.3668919,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,143,143,4475,0,0,0,0,0,0,0,0,0,0,0,0.785
"141",40,"92A43",39.9375,-76.71875,0.345591734,186.5425816,39.95833333,-76.6875,0.381432185,165.4389371,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,149,149,4477,9,2.97,4.025,1.8207,9,0,9,2.97,9,0,0,0.785
"142",41,"92B32",39.85416667,-76.78125,0.164054265,206.2527752,39.875,-76.8125,0.444058331,177.2285645,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,162,162,4652,0,0,0,0,0,0,0,0,0,0,0,0
"143",41,"92B31",39.85416667,-76.84375,0.852556036,195.7983475,39.875,-76.8125,0.444058331,177.2285645,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,139,139,4654,0,0,0,0,0,0,0,0,0,0,0,0
"144",41,"92A36",39.89583333,-76.78125,0.538934774,156.4803572,39.875,-76.8125,0.444058331,177.2285645,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,152,152,4566,0,0,0,0,0,0,0,0,0,0,0,0
"145",41,"92A35",39.89583333,-76.84375,0.220688248,150.3827782,39.875,-76.8125,0.444058331,177.2285645,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,151,151,4568,0,0,0,0,0,0,0,0,0,0,0,0
"146",42,"92A34",39.9375,-76.78125,0.535490889,132.7034054,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,141,141,4479,2,0.51,2.1,0,4,0,2,0.51,4,0,0,0.1275
"147",42,"92A33",39.9375,-76.84375,0.299772333,145.0012856,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,142,142,4481,0,0,0,0,0,0,0,0,0,0,0,0.1275
"148",42,"92A32",39.97916667,-76.78125,0.549245514,138.3131888,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,140,140,4392,0,0,0,0,0,0,0,0,0,0,0,0.1275
"149",42,"92A31",39.97916667,-76.84375,0.161919652,NA,39.95833333,-76.8125,0.386607097,138.6726266,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,156,156,4394,0,0,0,0,0,0,0,0,0,0,0,0.1275
"150",43,"93A53",39.9375,-76.59375,0.157094767,213.2035866,39.95833333,-76.5625,0.434264434,171.2343447,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,145,145,4473,0,0,0,0,0,0,0,0,0,0,0,3
"151",43,"93A54",39.9375,-76.53125,0.748113814,170.9726334,39.95833333,-76.5625,0.434264434,171.2343447,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,146,146,4471,2,12,64.372,0,2,0,2,12,2,0,0,3
"152",43,"93A52",39.97916667,-76.53125,0.735705772,133.3813858,39.95833333,-76.5625,0.434264434,171.2343447,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,147,147,4384,0,0,0,0,0,0,0,0,0,0,0,3
"153",43,"93A51",39.97916667,-76.59375,0.096143382,167.3797731,39.95833333,-76.5625,0.434264434,171.2343447,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,148,148,4386,0,0,0,0,0,0,0,0,0,0,0,3
"154",44,"92A25",39.89583333,-76.96875,0.179540355,171.0363181,39.875,-76.9375,0.403165012,188.1823636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,153,153,4572,0,0,0,0,0,0,0,0,0,0,0,0
"155",44,"92B22",39.85416667,-76.90625,0.25500663,167.466238,39.875,-76.9375,0.403165012,188.1823636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,150,150,4656,0,0,0,0,0,0,0,0,0,0,0,0
"156",44,"92B21",39.85416667,-76.96875,0.457960766,220.33922,39.875,-76.9375,0.403165012,188.1823636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,161,161,4658,0,0,0,0,0,0,0,0,0,0,0,0
"157",44,"92A26",39.89583333,-76.90625,0.720152298,193.8876781,39.875,-76.9375,0.403165012,188.1823636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,154,154,4570,0,0,0,0,0,0,0,0,0,0,0,0
"158",45,"92C41",39.72916667,-76.71875,0.86689095,247.9034729,39.70833333,-76.6875,0.855374468,242.9163895,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,155,155,4886,3,0.3,0,0,3,0,3,0.3,3,0,0,11.2
"159",45,"93C42",39.72916667,-76.65625,0.843857985,237.929306,39.70833333,-76.6875,0.855374468,242.9163895,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,174,174,4884,8,22.1,104.605,0,8,0,8,22.1,8,0,0,11.2
"160",46,"92A24",39.9375,-76.90625,0.644316058,156.3845844,39.95833333,-76.9375,0.458905429,141.7399075,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,159,159,4483,0,0,0,0,0,0,0,0,0,0,0,0
"161",46,"92A22",39.97916667,-76.90625,0.740923307,142.4874802,39.95833333,-76.9375,0.458905429,141.7399075,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,160,160,4396,0,0,0,0,0,0,0,0,0,0,0,0
"162",46,"92A23",39.9375,-76.96875,0.196370927,135.6652613,39.95833333,-76.9375,0.458905429,141.7399075,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,157,157,4485,0,0,0,0,0,0,0,0,0,0,0,0
"163",46,"92A21",39.97916667,-76.96875,0.254011422,132.4223042,39.95833333,-76.9375,0.458905429,141.7399075,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,158,158,4398,0,0,0,0,0,0,0,0,0,0,0,0
"164",47,"93B54",39.8125,-76.53125,0.127283821,219.2139762,39.79166667,-76.5625,0.46546552,238.9517485,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,163,163,4725,0,0,0,0,0,0,0,0,0,0,0,2.75
"165",47,"93B55",39.77083333,-76.59375,0.662044884,257.3480778,39.79166667,-76.5625,0.46546552,238.9517485,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,164,164,4805,0,0,0,0,0,0,0,0,0,0,0,2.75
"166",47,"93B53",39.8125,-76.59375,0.846797979,264.2919445,39.79166667,-76.5625,0.46546552,238.9517485,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,165,165,4727,0,0,0,0,0,0,0,0,0,0,0,2.75
"167",47,"93B56",39.77083333,-76.53125,0.225735394,214.9529953,39.79166667,-76.5625,0.46546552,238.9517485,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,169,169,4803,3,11,48.279,0,3,0,3,11,3,0,0,2.75
"168",48,"93C51",39.72916667,-76.59375,0.395695645,NA,39.70833333,-76.5625,0.620978204,NA,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,167,167,4882,0,0,0,0,0,0,0,0,0,0,0,4.25
"169",48,"93C52",39.72916667,-76.53125,0.846260763,NA,39.70833333,-76.5625,0.620978204,NA,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,166,166,4880,2,8.5,32.186,0,2,0,2,8.5,2,0,0,4.25
"170",49,"92B26",39.77083333,-76.90625,0.079679108,217.024847,39.79166667,-76.9375,0.327997873,198.9520626,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,168,168,4815,3,7.5,6.438,0,3,0,3,7.5,3,0,0,1.875
"171",49,"92B25",39.77083333,-76.96875,0.771217838,214.0711308,39.79166667,-76.9375,0.327997873,198.9520626,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,179,179,4817,0,0,0,0,0,0,0,0,0,0,0,1.875
"172",49,"92B24",39.8125,-76.90625,0.041859201,188.4553452,39.79166667,-76.9375,0.327997873,198.9520626,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,180,180,4737,0,0,0,0,0,0,0,0,0,0,0,1.875
"173",49,"92B23",39.8125,-76.96875,0.419235344,176.2569275,39.79166667,-76.9375,0.327997873,198.9520626,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,182,182,4739,0,0,0,0,0,0,0,0,0,0,0,1.875
"174",50,"93B46",39.77083333,-76.65625,0.311181935,275.0892429,39.79166667,-76.6875,0.50706123,239.5780764,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,173,173,4807,4,16,64.372,0,4,0,4,16,4,0,0,4.25
"175",50,"92B45",39.77083333,-76.71875,0.665749796,234.5438919,39.79166667,-76.6875,0.50706123,239.5780764,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,171,171,4809,0,0,0,0,0,0,0,0,0,0,0,4.25
"176",50,"93B44",39.8125,-76.65625,0.817078956,232.8119965,39.79166667,-76.6875,0.50706123,239.5780764,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,172,172,4729,1,1,0,4.0469,3,0,1,1,3,0,0,4.25
"177",50,"92B43",39.8125,-76.71875,0.234234234,215.8671741,39.79166667,-76.6875,0.50706123,239.5780764,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,170,170,4731,0,0,0,0,0,0,0,0,0,0,0,4.25
"178",51,"92B34",39.8125,-76.78125,0.164588783,211.7901421,39.79166667,-76.8125,0.568450747,218.5591636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,177,177,4733,0,0,0,0,0,0,0,0,0,0,0,2.7975
"179",51,"92B36",39.77083333,-76.78125,0.362202047,234.8811474,39.79166667,-76.8125,0.568450747,218.5591636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,175,175,4811,30,11.19,0,6.069,30,0,30,11.19,30,0,0,2.7975
"180",51,"92B35",39.77083333,-76.84375,0.855914636,225.2122688,39.79166667,-76.8125,0.568450747,218.5591636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,176,176,4813,0,0,0,0,0,0,0,0,0,0,0,2.7975
"181",51,"92B33",39.8125,-76.84375,0.89109752,202.353096,39.79166667,-76.8125,0.568450747,218.5591636,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,178,178,4735,0,0,0,0,0,0,0,0,0,0,0,2.7975
"182",52,"92C21",39.72916667,-76.96875,0.768181509,207.4371719,39.70833333,-76.9375,0.805066447,237.2268982,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,181,181,4894,3,5.2,16.093,0,3,0,3,5.2,3,0,0,2.7
"183",52,"92C22",39.72916667,-76.90625,0.841951385,267.0166245,39.70833333,-76.9375,0.805066447,237.2268982,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,185,185,4892,2,0.2,0,0,2,0,2,0.2,2,0,0,2.7
"184",53,"92C32",39.72916667,-76.78125,0.848665193,253.8014297,39.70833333,-76.8125,0.914199989,253.579113,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,183,183,4888,2,0.2,0,0,2,0,2,0.2,2,0,0,0.25
"185",53,"92C31",39.72916667,-76.84375,0.979734784,253.3567963,39.70833333,-76.8125,0.914199989,253.579113,39.83333333,-76.75,0.503855742,199.6924881,39.66666667,-76.5,0.517227388,177.669535,184,184,4890,3,0.3,0,0,3,0,3,0.3,3,0,0,0.25
"186",54,"92A11",39.97916667,-77.09375,0.905885553,179.2390311,39.95833333,-77.0625,0.776426663,173.6978559,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,186,186,4402,0,0,0,0,0,0,0,0,0,0,0,0.3875
"187",54,"92A13",39.9375,-77.09375,0.485578823,201.7588558,39.95833333,-77.0625,0.776426663,173.6978559,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,240,240,4489,2,1.55,2.414,0,2,0,2,1.55,2,0,0,0.3875
"188",54,"92A12",39.97916667,-77.03125,0.903446166,163.9631457,39.95833333,-77.0625,0.776426663,173.6978559,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,229,229,4400,0,0,0,0,0,0,0,0,0,0,0,0.3875
"189",54,"92A14",39.9375,-77.03125,0.810796111,149.8303909,39.95833333,-77.0625,0.776426663,173.6978559,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,237,237,4487,0,0,0,0,0,0,0,0,0,0,0,0.3875
"190",55,"92C12",39.72916667,-77.03125,0.859256488,221.5254618,39.70833333,-77.0625,0.644168636,205.9881757,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,188,188,4896,4,0.4,0,0,4,0,4,0.4,4,0,0,0.3
"191",55,"92C11",39.72916667,-77.09375,0.429080784,190.4508896,39.70833333,-77.0625,0.644168636,205.9881757,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,187,187,4898,2,0.2,0,0,2,0,2,0.2,2,0,0,0.3
"192",56,"91C71",39.72916667,-77.21875,0.239790415,135.3201885,39.70833333,-77.1875,0.539636968,144.9692424,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,190,190,4902,4,0.4,0,0,4,0,4,0.4,4,0,0,0.35
"193",56,"91C72",39.72916667,-77.15625,0.83948352,154.6182963,39.70833333,-77.1875,0.539636968,144.9692424,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,189,189,4900,3,0.3,0,0,3,0,3,0.3,3,0,0,0.35
"194",57,"92B16",39.77083333,-77.03125,0.300921048,177.523298,39.79166667,-77.0625,0.621073591,177.0116558,39.83333333,-77.25,0.566047853,240.3793925,39.66666667,-77.5,0.53354837,236.3119854,194,194,4819,2,7,16.094,0,3,0,2,7,3,0,0,1.75
